keyword_id,keyword
b7b6fc33-2992-43e3-99f6-85b62846c076,waste reduction
47be6747-9d09-47a4-841a-a36a323f24bc,construction
f2712344-532d-44fe-aee3-595e69da9b51,building information modeling
ae33e467-31d5-402f-aa0d-f12755794e00,maturity model
33315173-6e75-43b5-9499-22a179ee3108,bim maturity
5a9255e3-575d-4ee1-8867-37a61cc6f197,bim capability
7dfd26a8-0942-4cdb-8a5e-ac8abffb831c,aec
161f9a2d-6c52-47ea-a234-68607f70757c,fm
8d7ab3b1-b0bc-4f8d-ab47-c6e909e984c3,periodisation
871ac908-6288-4c74-86a6-09328986da18,cad
36ce8231-ad13-496c-8ced-f997d690f1b1,epistemology
7ab62119-2508-46a7-9743-187678b37528,genesis
f903008b-d862-4c03-8352-177d6f7465d8,periods
688eff04-6706-4ff6-8f22-a6ef0c8212f1,idea
742618cc-5d56-4a8a-9b98-a6cda00c2567,approach
4c6ba35a-e7ec-44c5-8805-d6f7320ba203,organisational culture
ba669410-fcc2-4640-8631-2aef9c2c8501,future
a742df55-bc41-4150-b77d-c097e0128ee3,heritage building information modeling (hbim)
ee8efbf2-8b5e-4fc7-9cb7-725b2124e8a8,laser scanning
f3082ca2-3f80-485d-9fc9-cb72835ede50,point cloud
2810b3e9-a3f0-422d-9d6d-6aded430cce6,3d modeling
94f40853-2198-4475-9f94-8a6fe105d4f9,scan to bim
c9922a79-0502-4d94-a6fa-e2e1f22e62be,semantic enrichment
82811511-6603-48e4-84cd-f637247b7cf2,semantic web
c2641c6d-c4ac-4aa7-b6f2-e2f2afdbd09e,rule -based reasoning
d45b28f0-358f-4496-9c66-eda50be3776c,dispute causes
b47733cc-a1be-4120-8daa-5dbeb1a4c141,bim benefits
586aa114-7a43-4dfc-a878-1a1ff6301c0c,literature review
2576f78e-9056-451c-b036-a01dd939debf,conceptual framework
ecaba952-9f1b-40e6-9b71-5dad6dc08ce5,legal
11cdc508-78e9-4783-8de9-667a83e96ed1,risk
928e9a83-b60d-4de4-8e26-865719e1be1b,bim contracts
2c753045-8864-4e0e-95d1-8d7acf2b767f,building information modelling
f310bf5a-3836-4c7c-8cb3-21974fb9765c,engineering information format
59d474fe-0129-4e71-9cca-13198a94fae1,bim application and promotion
5a6a2c7f-fe6c-4366-a2aa-c6cbaa1ff82b,building design
a8f95cee-450f-4168-9e87-71786eca5984,railway infrastructure
979ec597-205e-40bd-be41-a4089f444a53,cost-effectiveness
7cd5f1df-73d5-481f-9dde-af83bd8d879b,qualitative analysis
d4b6ab87-c8aa-40cb-88b5-50be7ac40f23,quantitative analysis
fda5d07e-9a20-4d52-b288-c66bdf83608e,bim consulting
5b4627fb-2669-45dd-84b2-8ce299427e1c,services
fa884b4e-3e33-4441-be97-dc7ae7bebb9e,standardisation
337b18bb-6976-4f43-88ed-3928fd7d5b0e,information design quality
6f8a8093-3502-4e6e-8deb-0c2d93d6362f,asset management
44783e85-913e-4226-99d2-cf5b29209e4a,3d object recognition
accb165f-4a3a-4cf9-9e32-cf5571a72575,deep learning
9f348f7c-f1e3-4746-b8e5-7ebf5b01f374,-bim
b174385a-c076-4fe2-a466-b111edf17c19,schedule management
d1d08a7b-7431-43cf-bc57-6e7745d53fc0,project
0eef0eb4-70c2-4119-ad1b-9bba58490b9c,model
6760f898-e9db-4e33-9fd3-ab77cff896f9,technology
c05ed589-d9dc-49f0-882c-c2895a7324af,bim definitions
1ff9cd96-f71d-41c6-8bff-f87d0916d1ee,bim technology
cbfa69f4-b4fd-4246-9816-aeb584bff468,bim process
60400e76-9033-45e7-abba-5a664b8b9ddd,bim methodology
76f8f906-08cb-4d1e-a1be-4d945adf66f8,deconstruction
9c88efd8-b8b0-4716-8023-20b54d9d67fa,bimfd
1a859cc5-bcbe-4c34-8c88-b64926fa4ed3,vosviewer
a9a5b2b9-75a2-4de7-b47f-cda06993ea8a,bim adoption
3ddb252a-942e-4264-b4b0-ee1faa9c8c56,technology acceptance model (tam)
daada160-f529-463c-bf7f-60f996b8fad9,longitudinal study
d9205c2d-e4be-43f2-ac88-0bdd7ed793e6,contractor
7c7b1192-5304-4b53-a7cf-14ae5132fba4,geographic information system
bc794450-7948-4dd0-8dca-2df05d4bdf52,urban disaster management
90bf6094-ed57-491c-afab-bbaf9dc9c30c,urban hazard management
a267ffbd-3e3b-493e-8f63-e641069f376a,artificial intelligence (ai)
eab4f750-ecb8-4907-9a68-4983a32ccb29,smart building
03de6ef4-4326-44a9-ae96-fc78d3f2c237,interoperability
161c62bf-b0ff-4c3e-87cc-6bb9765da4a3,systematic literature review (slr)
c09d76e6-61c0-40ed-87be-4fa394f79a27,partial least square structural equation
d01eb404-699c-4827-b498-4239243fce01,modelling
54302d75-d7a7-4a10-9c59-768ce14a8c59,nigeria
749e2304-2f88-4b2b-b363-765b7bc0f336,project lifecycle
6899b656-d915-49e4-b6ca-c6b904d66283,awareness
588a60c2-83c7-4d0b-af4a-5ca7cd44c293,"architecture, engineering, and construction (aec)"
14671fbc-8e09-48d8-ac39-c95dec7515c5,student perceptions
735db70e-89c4-494c-adcc-fc2c21c61de5,bim education
7131a6c0-7731-444a-b2b6-068042c87ef1,subgroup analysis
fbe3e0d6-9232-47eb-8ede-f66b7b582eed,professionals demand
e11a8187-613a-4968-ae17-94a4f2938714,recruitment information
eefb9978-2cc6-46b9-8b1e-afde57021d10,text mining
dc79a8ed-79f0-4a40-b940-22efff83b71c,correlation analysis
f2532de5-cdc9-4c60-8888-99767d5aa82e,air conditioning duct
c7ffc15e-2d38-46ef-a132-d98235f51162,cad-to-bim approach
04af57ea-95e5-4dd9-a365-15420adbbe87,mep
75e01a1d-37f4-4726-8e3a-13c395494ecd,process formalization
d19c6f79-3173-46b1-bd77-227c35046308,building information modeling (bim) implementation
b0295977-f682-45ac-be4b-1e3cfa532acb,artificial neural network (ann)
4524e749-37c7-4c19-b99d-3bcb016209b2,mathematical modeling
f016f953-8bc8-4510-b707-236886644df8,predictive modeling
2d6f22f6-4bf0-4cab-9362-d1caa6a9eb5a,internet of things (iot)
6c5ed2a8-4a40-495c-a43f-2bbceca12f95,digital twins (dt)
fafaa5f2-3c63-4017-87d1-a1a003896642,bibliometric
a4cca6e4-e984-43a5-8b7f-f891ce3b24ab,network analysis
b11b990f-3525-4263-99fe-e5be2cccb8b7,sustainable success
380720af-d960-4c54-90bc-51a86edac669,building projects
ded07521-a966-45be-b3c4-a135fdf2412f,partial least square
e643923e-0085-4cfb-b38a-e252a53dffd1,structural equation modeling
b8e02ee5-be06-414c-92cd-698b0432e9f0,main path analysis
b2b7cf12-45f9-4a97-994c-a0dcf80cc69a,citation network
d7796b1e-f312-4b05-a476-ed4ee91c274f,trajectory analysis.
237d3379-36c9-4eee-881d-e8d5e05e09a9,construction project
a63009e3-fdba-4735-aae2-23f5e45ecc5b,bim platform
ac7295ee-2287-449a-b753-91c7fb3fd8c0,information sharing
f23d1e41-c8ec-40ab-8871-2d72d7228c4b,the principal-agent theory
a4bcaac5-0d99-4f55-9d2a-175e9ee2cdce,incentive
cd74e0ad-4bb8-4997-ab9a-78f27c24b389,owner bim capabilities
3f70901d-b12c-471f-86f3-67f46cac7c09,project owner
02a803dd-a91a-47fc-8c3b-ec1d0d108ca0,information technology
ff621be4-aa9c-43c1-8ff4-b1623095b23a,graph-structured
9dc94b1b-3e78-4a06-b13f-3e1ecbdd8b1f,encoding method
04fa69e6-c677-4fd7-a443-308be95150e0,vgae
2c99e70a-32bc-4b03-b99b-37e7e3ccfa35,graph reconstruction and generation
0969e04b-4c46-44ee-b0e2-41612307f669,building lifecycle management
fa4f8d60-c5e4-4000-895b-c68ef4fce742,network transformation
645bfda7-d999-4c65-9aee-39864ac1a21b,partial least square structural equation modeling
3673826e-71e7-4c70-a445-490b276823f9,exploratory factor analysis
6a2d3cbd-ff84-4e0d-8a7e-4dab522f4ac4,internet of things (iot) device
bed58d06-7bfd-4f74-90ca-75d184b66dc1,sensors
cfa4873c-74b3-4d3d-ade8-1d7bdd60d9cf,smart city
73772a2c-53c9-42bd-a982-6a1cc1ba0739,smart built environment
9375f5fd-d9ae-4506-bbe4-bd7de8aebd1b,integration
d03a47f8-98f0-4422-96f7-7969b42af8af,architecture
d4ca112d-f056-418d-8dc6-d2fe08342f8e,engineering
ebab9b5f-b13a-4fce-8337-06a3fcbed6e6,construction (aec)
741c2519-0c78-4f23-8959-917ed24211e6,technology acceptance
7d99b9d2-1448-4737-9bb3-cb8c904117ef,bim learning model
8b7e1ac9-00b0-4264-a42a-7e5676cf57f4,bim use on construction sites
9a8152b5-3dae-43e9-82b2-99c7ac9d18b3,bim in construction
cbb6354d-3599-4cad-962a-5abeb641d1b0,artificial intelligence use on construction site
4f975376-0b67-4c96-85d9-c3721364a250,regulations
9e8177e1-4394-45bf-a775-f072fbc1a4c9,bim human resources
99ac1b20-cc36-446c-8d12-4d2f30b41f10,bim market
1d362538-5fdf-4683-ada6-82ebf1a414f5,bim roadmap
f086e5c7-4a28-4d9a-b4a9-5c50cce40b40,multiapproach research
5fdc28cd-4c5c-49fa-9497-7f304655de7b,vietnam
945f2aae-7b25-45a9-b2a2-45251dc3e5c1,infrastructure
4e06b48b-05c3-4acc-9c32-cab10a645612,railway
85e8569e-21b8-423a-bf0a-699c50046b97,capability assessment
af8807e1-0ac2-471e-9cc8-9e97bf5dbf41,facility management
5aab586a-8f82-4c69-9de3-90bb38b7cccc,new zealand
ab8db2b5-8dee-4522-beb1-048e244e3fbd,multiple-criteria decision-making
fc30b118-2cb7-450c-bd16-95e791360881,bim detailing
fc08ad9e-22f9-48f4-bc61-4264fc860695,deep features
a5d01ab3-cc19-4e3e-890f-c4578333e0d2,motion-bearing components
f1ff657c-7a3f-4b26-b423-139e8a3b8d88,nbs bim library
9c4076c3-cdf6-4f3a-9381-bbd5a2fb6473,engineering-procurement-construction (epc)
d76d8565-1ff9-44cd-85d5-9ca9a740e078,tripartite evolutionary game
3ed72e1b-127d-4656-bddf-1e914dc93680,numerical simulation
04e3075d-40ba-46fd-a25a-1dde84cf2bf9,building information modelling (bim)
2941ab0d-2ce8-4ad9-9524-82be9a0d01c3,bim enablers
dc8211df-b9eb-4de4-8f18-59c991073fd9,digitalization
3820463e-5a29-4aa5-af78-39e74df70710,t-test analysis
a4f0383c-b0c5-4c91-b023-de30ac44289f,technology adoption
506dd0a2-6fd1-4438-a6f1-5598a8baf19f,scan to building information modeling (bim)
4405a07f-a3d5-41bd-b8b3-382b0ab837a9,material data
2a0e153c-441f-42e7-973a-ee87f391243c,semantic segmentation
720c24a0-14ae-457d-92af-f3ddcdc1e023,panorama image
ad8b81b7-a731-4b11-9ff9-4f6cceca433d,automation
31772d9c-cf28-4de9-a003-3259d22623d3,object-space relationships
e242f7ba-e7bf-4817-92c5-e885f8baf9f6,videogrammetry
1bbf2612-c0b0-42c5-8527-54f030197b8b,photogrammetry
1fad7045-e9f0-4689-8115-6f56b6555d58,as-built bim
77908a9a-ba03-44b1-9887-663046b6187b,scan-to-bim
3ed86552-e904-484f-a6fe-75840850614e,3d reconstruction
747fbd3f-4d1a-4f04-a12e-419fde567af3,bim-lca integration
48a708cc-b742-4f9d-a97d-dae4a5722aa6,review
0d53000e-9859-4d0b-bf22-8e945d39b25a,bim objects
39565aac-8084-4303-8607-72addf2843dc,bim libraries
8e393b35-0d1a-4a19-a4a7-5daeec69eb3f,model uses
ada245dd-e4a7-464d-9191-8c1907d22551,action research
ef02c4aa-2a70-40df-9076-870dffbb058c,organizational bim
747bd2af-2eda-4ba7-9720-0e06d5deb601,bim capabilities
a8397ffe-baf2-4a10-b425-095c1ba93805,building technology
4aa4f953-f5a2-4c8b-b15b-c067c849f973,bim identity
737ef5f4-46d1-47db-be32-bd25f6018cb6,institutional pressures
d78e888e-19e6-4932-9357-65ecea6e1050,perceived usefulness
97bbde4f-c72e-4b72-a33b-e433169a3be1,contract management
abb60820-153b-446b-b6e8-865eec53f0c7,contract requirements
e6dd0485-1ffb-4bae-b4c6-cb7dbe5af7d4,bim cases
d1fddc51-e08b-4f22-be65-718cd2c83c32,bim utilization
c554d967-7167-4eb4-8609-4420c5f9656e,bim for fm
75eb9a9a-e130-4403-b903-e5dc053218e8,construction projects
c2ac9d95-50a6-4517-87a1-b15a498f3aee,comparison
af0ee5d8-2ef0-437d-9f29-e0047a460027,dubai bim mandate
e0bdae21-9d5c-46b1-ae57-9ef7054359cc,process design
d85520ec-513b-4dc7-874a-889ef852cd9a,integration of design bim and construction bim
883ef183-75d2-4c47-82e0-a3e3fc96d345,pls-sem
30b8c61e-06a3-4bef-aece-bd0c4ff1a64e,theory of planned behavior
bad0fd90-69ad-471f-815b-a7bab03228f2,technology acceptance model
7737d12c-c0bb-4660-a2c5-bd16b14fe917,bim implementation process
9a9d4784-9393-4315-9dce-4ff042f0dfc2,5d-bim
1c3941f4-744a-4109-b351-2474a91670ad,cost management
2a4efda7-262d-47e1-b0f1-61caf9115163,cost overrun
a3f6db31-0847-47ad-a24b-63b1bfa8ef84,rail projects
e414032f-22f1-46a9-a039-4581121f4f61,mega-projects
eaa4bd0c-c1de-4723-a11b-654424898588,knowledge infrastructure
225b5531-b79b-4f89-a264-86522cc81106,professional practice
50dbd771-db38-483a-87d5-32827038c2c7,information flow
ef4085d9-d08f-4b97-a272-d014c37f23f1,3d gis
f545cc73-0520-4c03-bb5d-c819920cf3e0,data integration
2c8ce36f-c592-42fd-aebb-d0a067136b79,energy consumption
da9fabff-5e11-4097-a55b-d02a72505507,green buildings
a126da09-68e7-4e95-b0d2-cce3d2697699,blockchain
cf641079-c314-4181-983e-0b5411d01470,data provenance
f161b901-5167-4047-a12b-e8d43e5b2b27,priority queueing model
8f4a9e4e-1197-44a7-ad09-b6800dc75509,bim rfis
a276236b-26a4-4ed2-bf60-b5a410a36c19,bim staffing
aaa3d379-7125-4b82-bfff-c7d3ef4f6d91,waiting avoidance cost
baca3bc3-96b6-4616-92e6-913649a6fe4c,bim roi
1e53a26c-ae4d-4556-b6a6-df08342a9229,competency requirements
1739982d-67a2-4c34-bd03-d14bc9d56470,structural topic model (stm)
a078f169-f8e8-447e-83ee-0df792395664,recruitment sites
7a990062-c431-4ee4-89d3-4a429b693691,bim effectiveness
5b915c04-58c2-4f0c-9c1d-e4ffd9e265fd,business intelligence
1df7f71a-6d9a-4e34-9317-3304e6458f27,architecture engineering and construction (aeco)
77dca6e9-c60e-4e8a-839f-913c1d5ccc85,delphi survey
9eae5fc6-b6fa-49da-bc70-814f9831fd2a,cost centre
631172bf-0643-4dcd-a6f5-bdb498af5a3e,lean principles (lps)
20e42cc4-29b8-4812-b7eb-fcd4a17cb718,legal issues and risks
2544f898-8f29-45e5-b60e-5ff02a01fb11,contracts
fa69ed76-0f37-4e73-8d4a-1387bcc1ef1e,iran
1d6656ce-4fad-4b4f-8a81-63d0f2eea2fa,architectural heritage
907227ad-0eed-443e-85de-17acc973757b,h-bim
9bbd2043-ba10-448a-9407-8a9329b4cf48,construction documentation stage
232b0197-cff6-45ef-a75c-d3a3aa053a1d,bim-based drawings
0320704a-cfe9-4eb2-b735-5b6c436ee7a1,urban heritage documentation
3a38d19b-b3be-4cc2-aa14-e4c38b0963ad,terrestrial laser scanning
35562b65-d1a9-4027-8db8-df186966aa50,design and build
0fca6fb2-48a9-4721-8997-284924e5a2e4,contract administration
50798735-09cd-442e-b402-af95bde4a3a2,pre-contract
f4f21b78-d1e3-41b6-82c3-cf69a38bb64a,post-contract
056f2fb5-3bcd-4258-a36a-5d3a869cd260,i-bim
0abf06e3-c1e8-4526-8846-6d923f0a3a49,ifc
5ea31dcc-7abd-433a-bb6b-f52aae188ffb,methodology
05070260-6ed4-415f-9ca8-e20c513138af,open i-bim
3981f8fb-b650-4df7-ade7-4fb2c4f5404f,open infrastructure bim
9fa8ace5-9bb3-4e4d-be39-9c297e62eb83,transport infrastructures
430bf546-9372-47e8-b394-1900ca5c1b7b,critical success factors
4916b4d2-04d6-418a-8c47-91d65834d836,public sector
48a97f77-b4a1-4825-b2f3-65d71caee567,framework
2bddaa82-dbe9-4759-8782-ef5d0efe5092,green building
837a4cb6-4880-42f6-a5c4-ea863d999d43,sustainable building
49c96129-5c45-4ccd-a649-24639e3ee7c1,circular economy
2144c403-bb4d-4cba-b258-72672a1eeee5,project information model (pim)
ccca23b0-14a3-4329-a875-ffd2d7022395,asset information model (aim)
61c61f7a-f2e2-4c03-9c94-149266ffb0e2,deconstruction information model (dim)
276f746b-80f9-4592-ad41-0dfeed5254b3,8d bim
a3976b55-8303-4bcd-93d7-af52072a9465,bim dimension
6fd3ccb1-a0f8-4e52-9eb6-50c80d5268cd,circularity earthen construction
5020f178-169d-434c-927b-e0c252c78c60,common data environment (cde)
62555702-4b89-48fc-9806-ceaa4d7536f8,bim log mining
2c05c404-417d-483e-8f0a-2aefd8962db4,bim log
bab8eb93-09f1-49f8-b042-254064baa1ef,lexicon-based content analysis
552f5278-2ecf-49a4-911b-786e81c244af,supportability
b90a0abc-7344-4a3e-93f9-f8973233269b,bim outcome measurement
54841758-5551-45f3-82d7-e66b0e4d7c25,evaluation index
5234c957-a089-4ffb-99a5-bbd036bf211b,2d deliverables
2fbcce2e-717e-434f-bf4c-94be31bbc1b6,readiness
f575e56b-012d-42d5-b2fd-9f2181437cca,consistency
8a239be9-5be9-45fe-a63c-93ac9ec35fae,database design
a11553e2-bb80-4a14-9728-ae3e7bbd02ad,data structure
e337ef4e-beea-4dee-9c7e-7c4ac762a7d3,civil engineering
51f78f1b-e1db-4087-85e4-a4c59999daff,complex network
0009b5e3-4689-4e5f-89d9-b1c229aec0ac,bim manager
ef4eb41a-65f4-451b-a039-ba2b863802e4,responsibility
74d1da89-878e-4820-b73e-30d1969fd9ab,coordination
9f4a257e-2255-4fb8-9cdb-fc87c9e28445,multidiscipline
a5b2fb6a-a0e4-4232-af95-1519419f780d,building information modeling adoption
e6762be6-2755-453e-9b43-aa788036c155,systematic literature review
3ba441db-7711-40f8-8f27-2bad61f23f69,bim tool
20d3d152-4cc6-47b6-883b-25c8f4de0cf9,bim in egypt
62d7ef18-9fe6-41d8-b24e-2f5867cc322c,bim challenges
9b59a730-f15e-4e57-a770-59d679c19c87,bim for renovation
f73d0502-62c2-4e8b-ba89-822198b723fe,bim for existing buildings
d8a25793-124e-4534-b486-5f58083eace3,renovation projects
745022d6-92a0-42ee-b30e-1253352cce00,ethnographic research
896eb1b2-a863-41e1-a895-a24db9b9ed64,style consistency
f017e6bb-ef05-4d9f-902f-1fa015aa65fc,recommendation
774f778a-2053-400d-8260-0fc8c91e0909,style learning
c441036a-6dc5-4721-af18-8850ee5d1cba,intelligent design
549ff63f-8ba9-4ff6-a5d4-0b85e673ab2d,3d model
02eb2a3e-247a-4032-b33a-8eb43ef51f8b,bim expertise
f83119a3-8034-48ef-9549-339d61d887c2,the developing world
da7a1836-d945-4b01-99bf-edac322d677e,pls sem
f6f8b0e4-4ed9-42bb-8b21-4f1d4ef74590,south korea
905fe9ca-4709-433f-882a-891795c95e17,???t??
951fcbb2-bbf8-4555-b67d-9ee6bf3f8d6a,??????
4c167fa4-9166-4b52-b464-cb49f1b9216c,value of bim use
e700a59c-6240-4dcf-98bd-a3b0543e72a1,cost of bim use
9407e115-6b4f-47f5-86f8-12c9965206d6,bim use
61d03a13-7d84-4809-80c7-8cac86ca316e,bim staff
8a108553-07b7-4145-97b0-ccbc2e420b45,bim rfi
522117b4-7142-4242-9c56-f21b17f1bb3d,queuing model with priority
97af0b0a-f801-44bc-b0fb-27a7686c6d3a,performance analysis and assessment
52cbf4f7-3751-4cfc-a40f-95015cd6ac47,total bim
da85b2dd-b892-4496-8061-fea64fd51291,model-based construction
9953728b-f35c-4376-a6cb-785a1a57281b,drawingless construction
509a082a-2855-4bfc-8132-854219b712c4,bim on-site
d518d1f8-8b8f-4939-8224-66a8a643a72d,digital construction
cd61fc2d-9be5-4033-a1d0-44ba49d0d538,lca
8e40ff8b-e0f3-408e-850f-7a92ad9fc391,environmental assessment
cdd9f76a-53b7-4965-9058-87d60d9ef84c,stakeholders
9e3c33fd-f0a4-4265-b0f5-d170f6c4db02,collaboration
a418ab77-90bb-4bc2-9069-7ab681da2e47,bibliometrics
f712f0b6-513c-4a60-8e89-61187dcda231,systematic review analysis
347c5630-54f6-4994-b732-4284668ea1ee,sustainability
7679fe19-2dbe-4338-af3f-dbce8a5760fb,scientometric
6f8697c3-78aa-44a7-bc62-1b1a8d10577a,thematic analysis
896e526b-3823-4584-b5e0-68aedd6f0039,performance assessment
06ad4236-105d-4c75-82b0-073227773609,design process
7ae30c52-20f5-4597-bc2b-08ea77c3c172,multi-criteria decision-making
bfb12b85-b6f1-409e-88ec-567d452338d4,decision analysis
148c6dd8-acc2-4b8d-9c5d-b11f6ec9f20e,artificial neural network
1331ef30-a25f-4375-bd97-e2a160fe297e,factors
f8a4fbae-9f26-4719-a038-89b94bfc4911,logistic regression
6dd42783-5b19-42ab-a8f5-680dfb96598e,stakeholder management (sm)
d432735d-ba2d-4d5c-bd61-494e531bb896,megaproject
829a489b-1553-4f5b-bbb5-47ca497633e6,conceptual model
699f4304-7f95-4e78-b268-f47392b1e1e4,building permit
c96d0d7f-5076-41ae-ae61-f4a4601ecdce,building regulatory authorities
5e7c2f79-b219-44f9-8bba-6beac292dee6,case study
e46725b4-fb94-4420-8291-378f6e38462b,productivity
5f195b98-c694-41f8-a1ba-4b93ec95e0c9,energy performance
2d2cd3be-1b0a-4dff-b92f-933aaa4b73c4,facility management (fm)
138cf410-a071-4ace-8926-8b0d170a7bea,public buildings
f7c12fec-73ed-425b-a9da-3235a0f1e5a0,computational fluid dynamics (cfd)
37ffce1b-a0ca-46af-896b-cf5c9ab62bb3,building outdoor environment
94341e4f-23bd-45fd-92d3-15e06604386f,augmented reality
3ece2edb-a5e9-481c-81ee-9e1220b78607,mixed reality
f6d6a45c-e528-4241-9796-8fc10c654dcd,defect management
f6bdf661-4377-4291-9490-d95e40950958,construction inspection
9305ac07-b44d-4ae8-8bb7-986ebf83c04d,quality assurance
04a7fb78-d124-4ae8-ae9c-e8ad291c3cf3,immersive visualisation
2a540e8a-b402-46d1-9372-abe6ac78c671,innovation
b13661db-77e1-4122-8dec-dca841358fab,digitization
6e1df9f0-8f27-4c36-82ad-b5c02472a79f,small to medium enterprises
33b242b5-d9a6-453a-adec-2008aaf053a3,analytical hierarchy process
5361598e-b91c-4a9d-a5a2-845920d79289,content analysis
6ef6a887-d7de-4f2f-a9ed-7e724a9d0e22,design quality
d6235713-430f-47dd-b81a-84800d6725a8,design defect management
b8e885d2-6cf9-455b-abdb-a0cb3d5a9a44,quantity take -off
5c8ae9ea-edd2-48f4-b94b-38792996e052,bim information quality
2d343907-103b-41df-b8d9-a290f3300791,bim model auditing
27da1b31-3ae3-4e7e-95f9-32048c1bf253,knowledge graph embedding
16d5e3c0-84e4-4505-98af-e4f5d561a333,classification
cbfd87b9-39f5-4dfc-a6a9-da7e0824f7b1,adoption
a87a6fd6-91fa-4858-a028-38538753e3fa,best practices
29481e8d-f9e0-488c-8b6c-9d1dfbd47ab1,smes
25e36e00-5542-4c1c-93ac-44e9b0c56d3c,prefabrication
3273026b-2a71-4fce-89c7-da7b18141ecd,qualitative research
0e1c94a6-9faa-425f-b986-c9b371fe7b28,multi-objective optimization
fa6eeceb-7b81-4d7c-baf6-18ec384ac4bc,life cycle cost
99c9efe1-0416-4990-88dd-2714168a87d0,indoor environmental quality
9089c836-e5bc-4869-a65e-ba80a786ea89,envelope construction
996f4af2-0e6b-46ee-bac7-61e0d99a052f,bim security
53c79ffc-749e-4535-907a-dabe70fd9b65,levels of bim security
c90c1209-f2be-4c93-9bb8-20867ff1f15e,collaborative bim
5cf87862-a320-4f95-9fad-69c573b9a63d,encryption
a41319b4-c890-429f-a7ba-5485714966f4,prefabricated construction
