keyword_id,keyword
ab54d471-df8d-48e9-8f15-f602cbf52ad5,transportation infrastructures
f03ce86e-cbbd-4542-a1e5-ed2a39250749,urban infrastructure
c00a3bf9-f0c0-4060-9e23-063219212ff7,decision support systems
d91e1df2-f5b1-4d10-809b-d457b34b26dc,digital twins
fe844a56-82d5-44f6-b260-5cf518b9d1dc,facilities management
7fac22d3-f9a1-43e1-82fe-879fe42182db,level of development (lod)
39fe8dd3-cac5-4a5f-9220-7806f912856e,taxonomies
2bf3c41f-0ed6-46b7-8998-4b9af14274fa,architecture engineering
8023467a-a107-47f4-9f04-ad5428a70c39,different class
e974f27c-26a7-4792-9420-d8651ab21200,digital modeling
591b4832-0e4f-4ea9-bd96-7b9ab715bb22,engineering constructions
00de99eb-3511-41d1-ac6f-3504cf7ce8ca,engineering operation
e7ec7dba-68ab-44e7-97c5-cac44d96d871,level of development
7025f94a-505f-4c13-ae52-fdfc4f15858f,model-based opc
c366770f-6bf4-452d-8e8e-a03a5ede9162,3d modeling
e2051bf0-2677-4ec9-9de3-74dc30273448,diffusion
7561f5be-46f3-4b6f-8b22-1dfc4986e024,textures
8dc6a18d-e3cd-4f08-8b70-e91647234b17,three dimensional computer graphics
17e097dd-d7ec-4dc1-930d-64fedc81d128,diffusion model
70b4ba70-00da-4de0-bf43-3c89901565c0,downstream applications
0030a72b-91b2-41b6-a08e-910e08207296,generative algorithms
a77d6d53-a86a-4d84-94a3-74318c2296e4,generative methods
6c652093-f019-4443-aa2f-e7e4ebc30404,high quality images
f1e7fa78-46dc-4239-8551-04ca4c492f77,interior designs
7aa0cac6-4812-4d11-aabc-653085f32087,multi-views
61745031-0dc3-4ccb-afce-498afa67e379,scene-based
671914f6-3e52-4e9d-bf46-aff86ae2102f,structural elements
6eafe0d6-6d71-4207-a373-db56911f8acc,semantics
fab9baa7-836e-4519-9ea5-bfbf6db0691e,intelligent shopfloor
ace0180c-6678-4557-8adb-cfdba34015e7,large language model (llm)
bc864478-b414-4a81-8c1c-bca349404a73,manufacturing system
f8af6d5f-c6d2-4a31-9f33-8aea25e7445d,multi-agent
8bd5644c-c096-4c84-99f4-fbe95d3b3180,distributed computer systems
d8f1c29e-2964-43fd-be65-f3371af4d529,dynamics
14717b25-5efa-487f-bbbe-9f97f399545d,intelligent agents
28c3739b-1166-4048-8b5d-0651afad38ca,learning systems
6c9a6d51-58a5-436a-a7ef-15f3abb85dee,customer demands
d237fbf4-ea15-46bb-a10e-d19d983c33db,language model
ac050e2b-7198-48a7-85dc-b45e09457ba5,large language model
067fb9a3-725f-4f1f-b586-e81c9e7c4a22,multi agent
46a1a5db-e2d6-4347-9a66-f187610cee1a,multi-agent manufacturing system
b031e6e5-2e45-4e6d-8395-d888b6f029cf,multi-varieties
bd2a8248-2aec-4bfe-a8f4-16f7cc1d3ea7,pre-training
35e16776-9682-480d-b289-aa061aca9eea,shopfloors
d1c923b7-6c58-44ba-9635-8993918e0615,multi agent systems
0fca06a5-7ac8-4a27-821b-a27ed46be84c,domain-specific modeling languages
cae72c86-a93c-4767-85e3-d612e92aea3d,model transformations
7793f786-c1f7-4ddb-a5e2-1f59d93020e6,cosine transforms
978c92ab-7500-4fc6-8b7d-ec3ec21aaff6,modeling languages
bfe7c2a1-a21d-4475-9f1a-72248f1624fa,domain specific modeling languages
4002ad97-0b3d-4e61-b410-5fd0b13bf54f,domain-specific modelling languages
32e9a972-c643-4398-8b5b-ad71d8c06068,high-level abstraction
85a5e300-8456-4491-827c-362f715323b2,higher-level abstraction
41cd97ff-5108-48cf-8616-fc0fe7a8a6a5,independent model
ee42fdc1-f3e0-4033-86d3-3c0e43dc2c4b,meta model
1ceaf4fa-ceb7-40ad-9b84-02e2972dc0ec,metamodeling
8ac41fb0-4836-4c26-b909-16ecf4d0017d,model transformation
b2971e7d-1c70-4c9b-bbc2-e659cfa7aa77,model-driven engineering
c60b485d-8f8a-41cb-beab-24919c136359,life cycle
